#,Código,Endereço,Bairro,Latitude,Longitude,Foto,Croqui
711,CEN-697,"Avenida Visconde de Guarapuava, 2907 - Centro",Centro,"-25,437225","-49,269508",Ver foto,ver croqui
712,CEN-698,Canaleta Exclusiva BRT - Centro,Centro,"-25,436609","-49,273734",Ver foto,ver croqui
713,CEN-700,"Alameda Doutor Muricy, 439 - Centro",Centro,"-25,433487","-49,271943",Ver foto,ver croqui
714,CEN-701,"Rua Lysímaco Ferreira da Costa, 225 - Centro Cívico",Centro,"-25,417673","-49,268172",Ver foto,ver croqui
715,CEN-702,"Rua Lysímaco Ferreira da Costa, 80 - Centro Cívico",Centro,"-25,417786","-49,266367",Ver foto,ver croqui
716,CEN-703,"Rua Prefeito João Moreira Garcez, 180 - Centro",Centro,"-25,429417","-49,269905",Ver foto,ver croqui
717,CEN-704,Canaleta Exclusiva BRT - Centro,Centro,"-25,436455","-49,273738",Ver foto,ver croqui
718,CEN-705,Praça Carlos Gomes - Centro,Centro,"-25,43332","-49,270678",Ver foto,ver croqui
719,CEN-706,Praça Carlos Gomes - Centro,Centro,"-25,43356","-49,269792",Ver foto,ver croqui
720,CEN-707,"Rua Pedro Ivo, 217 - Centro",Centro,"-25,434331","-49,271583",Ver foto,ver croqui
721,CEN-708,"Rua Comendador Araújo, 375 - Centro",Centro,"-25,436051","-49,279138",Ver foto,ver croqui
722,CEN-709,Travessa da Lapa - Centro,Centro,"-25,431704","-49,267166",Ver foto,ver croqui
723,CEN-710,"Avenida Visconde de Guarapuava, 2745;2741 - Centro",Centro,"-25,436674","-49,268084",Ver foto,ver croqui
724,CEN-711,Canaleta Exclusiva BRT - Centro,Centro,"-25,435024","-49,270068",Ver foto,ver croqui
725,CEN-712,"Rua Riachuelo, 31 - Centro",Centro,"-25,429969","-49,269284",Ver foto,ver croqui
726,CEN-713,Rua André de Barros - Centro,Centro,"-25,436884","-49,274008",Ver foto,ver croqui
727,CEN-714,"Travessa Tobias de Macedo, 28 - Centro",Centro,"-25,429696","-49,270926",Ver foto,ver croqui
728,CEN-715,"Avenida Visconde de Guarapuava, 3077 - Centro",Centro,"-25,437916","-49,271205",Ver foto,ver croqui
729,CEN-716,"Rua Nunes Machado, 15 - Centro",Centro,"-25,437631","-49,275423",Ver foto,ver croqui
730,CEN-717,Praça Carlos Gomes - Centro,Centro,"-25,432865","-49,270146",Ver foto,ver croqui
731,CEN-718,"Rua 24 de Maio, 68 - Centro",Centro,"-25,437542","-49,274188",Ver foto,ver croqui
732,CEN-719,"Avenida Visconde de Guarapuava, 3039 - Centro",Centro,"-25,437719","-49,270748",Ver foto,ver croqui
733,CEN-720,"Avenida Luiz Xavier, 24 - Centro",Centro,"-25,431915","-49,27369",Ver foto,ver croqui
734,CEN-721,"Avenida Sete de Setembro, 2025 - Jardim Botânico",Centro,"-25,434642","-49,258574",Ver foto,ver croqui
735,CEN-722,"Rua João Negrão, 191 - Centro",Centro,"-25,431093","-49,266236",Ver foto,ver croqui
736,CEN-723,"Alameda Augusto Stellfeld, 173 - Centro",Centro,"-25,429059","-49,275969",Ver foto,ver croqui
737,CEN-724,Rua Desembargador Westphalen - Centro,Centro,"-25,435475","-49,271524",Ver foto,ver croqui
738,CEN-725,"Avenida Marechal Floriano Peixoto, 910 - Centro",Centro,"-25,438216","-49,268635",Ver foto,ver croqui
739,CEN-726,Avenida Sete de Setembro - Centro,Centro,"-25,438066","-49,268359",Ver foto,ver croqui
740,CEN-727,"Rua Desembargador Motta, 1844 - Centro",Centro,"-25,437982","-49,279979",Ver foto,ver croqui
741,CEN-728,"Rua Comendador Araújo, 568 - Centro",Centro,"-25,437256","-49,280677",Ver foto,ver croqui
742,CEN-729,Rua André de Barros - Centro,Centro,"-25,436431","-49,27297",Ver foto,ver croqui
743,CEN-730,"Rua André de Barros, 6 - Centro",Centro,"-25,436373","-49,272372",Ver foto,ver croqui
744,CEN-731,"Rua Visconde do Rio Branco, 1742 - Centro",Centro,"-25,43636","-49,276859",Ver foto,ver croqui
745,CEN-732,"Avenida Sete de Setembro, 2516 - Centro",Centro,"-25,436282","-49,263594",Ver foto,ver croqui
746,CEN-733,"Rua Emiliano Perneta, 466 - Centro",Centro,"-25,435893","-49,276331",Ver foto,ver croqui
747,CEN-734,"Rua Pedro Ivo, 119 - Centro",Centro,"-25,434648","-49,272592",Ver foto,ver croqui
748,CEN-735,"Rua Visconde de Nacar, 1424 - Centro",Centro,"-25,434638","-49,276385",Ver foto,ver croqui
749,CEN-736,"Avenida Sete de Setembro, 2025 - Jardim Botânico",Centro,"-25,434629","-49,258549",Ver foto,ver croqui
750,CEN-737,"Rua Doutor Faivre, 1274 - Centro",Centro,"-25,434405","-49,25869",Ver foto,ver croqui
751,CEN-738,Rua Desembargador Westphalen - Centro,Centro,"-25,434391","-49,271997",Ver foto,ver croqui
752,CEN-739,"Rua Senador Alencar Guimarães, 166 - Centro",Centro,"-25,434348","-49,274438",Ver foto,ver croqui
753,CEN-740,"Avenida Sete de Setembro, 1924 - Centro",Centro,"-25,434119","-49,257826",Ver foto,ver croqui
754,CEN-741,"Avenida Sete de Setembro, 1802 - Centro",Centro,"-25,433698","-49,256758",Ver foto,ver croqui
755,CEN-742,Avenida Visconde de Guarapuava - Centro,Centro,"-25,433543","-49,260095",Ver foto,ver croqui
756,CEN-743,"Rua Visconde de Nacar, 1210 - Centro",Centro,"-25,433446","-49,277624",Ver foto,ver croqui
757,CEN-744,"Avenida Vicente Machado, 24 - Centro",Centro,"-25,433369","-49,277377",Ver foto,ver croqui
758,CEN-745,"Alameda Doutor Carlos de Carvalho, 608 - Centro",Centro,"-25,43335","-49,280886",Ver foto,ver croqui
759,CEN-746,"Rua Ubaldino do Amaral, 1454 - Centro",Centro,"-25,433324","-49,255906",Ver foto,ver croqui
760,CEN-747,Travessa Jesuíno Marcondes - Centro,Centro,"-25,433292","-49,276669",Ver foto,ver croqui
761,CEN-748,Avenida Visconde de Guarapuava - Centro,Centro,"-25,432668","-49,258544",Ver foto,ver croqui
762,CEN-749,"Alameda Cabral, 427 - Centro",Centro,"-25,432628","-49,276256",Ver foto,ver croqui
763,CEN-750,"Avenida Visconde de Guarapuava, 1664 - Centro",Centro,"-25,432552","-49,25829",Ver foto,ver croqui
764,CEN-751,"Alameda Doutor Muricy, 596 - Centro",Centro,"-25,432352","-49,272179",Ver foto,ver croqui
765,CEN-752,"Rua da Paz, 310 - Centro",Centro,"-25,43218","-49,257362",Ver foto,ver croqui
766,CEN-753,"Rua Saldanha Marinho, 1014 - Centro",Centro,"-25,432163","-49,281438",Ver foto,ver croqui
767,CEN-754,Rua Conselheiro Laurindo - Centro,Centro,"-25,432093","-49,26404",Ver foto,ver croqui
768,CEN-755,"Rua Voluntários da Pátria, 475 - Centro",Centro,"-25,43193","-49,275575",Ver foto,ver croqui
769,CEN-756,"Rua Tibagi, 520 - Centro",Centro,"-25,431692","-49,263028",Ver foto,ver croqui
770,CEN-757,"Rua Tibagi, 515 - Centro",Centro,"-25,43164","-49,26289",Ver foto,ver croqui
771,CEN-758,"Rua Cândido Lopes, 270 - Centro",Centro,"-25,431208","-49,275119",Ver foto,ver croqui
772,CEN-759,"Rua Doutor Faivre, 900 - Centro",Centro,"-25,431192","-49,260176",Ver foto,ver croqui
773,CEN-760,"Rua Comendador Macedo, 88 - Centro",Centro,"-25,43111","-49,263279",Ver foto,ver croqui
774,CEN-761,"Rua Tibagi, 440 - Centro",Centro,"-25,430988","-49,263315",Ver foto,ver croqui
775,CEN-762,"Rua Comendador Macedo, 137 - Centro",Centro,"-25,430978","-49,263181",Ver foto,ver croqui
776,CEN-763,"Rua Comendador Macedo, 522 - Centro",Centro,"-25,430864","-49,262539",Ver foto,ver croqui
777,CEN-764,"Rua Comendador Macedo, 246 - Centro",Centro,"-25,430766","-49,262263",Ver foto,ver croqui
778,CEN-765,"Rua Mariano Torres, 480 - Centro",Centro,"-25,430688","-49,262602",Ver foto,ver croqui
779,CEN-766,Rua Voluntários da Pátria - Centro,Centro,"-25,430622","-49,277206",Ver foto,ver croqui
780,CEN-767,"Rua Cruz Machado, 311 - Centro",Centro,"-25,430578","-49,275537",Ver foto,ver croqui
781,CEN-768,"Rua Nilo Cairo, 643 - Centro",Centro,"-25,430561","-49,257796",Ver foto,ver croqui
782,CEN-769,"Rua Saldanha Marinho, 490 - Centro",Centro,"-25,430278","-49,276653",Ver foto,ver croqui
783,CEN-770,"Rua Tibagi, 366 - Centro",Centro,"-25,430213","-49,263664",Ver foto,ver croqui
784,CEN-771,"Rua Saldanha Marinho, 479 - Centro",Centro,"-25,430142","-49,275768",Ver foto,ver croqui
785,CEN-772,"Rua General Carneiro, 881 - Centro",Centro,"-25,430043","-49,259674",Ver foto,ver croqui
786,CEN-773,"Alameda Doutor Muricy, 926 - Centro",Centro,"-25,429687","-49,273478",Ver foto,ver croqui
787,CEN-774,"Rua Benjamin Constant, 97 - Centro",Centro,"-25,429654","-49,26391",Ver foto,ver croqui
788,CEN-775,"Rua Saldanha Marinho, 214 - Centro",Centro,"-25,429503","-49,273789",Ver foto,ver croqui
789,CEN-776,"Alameda Augusto Stellfeld, 337 - Centro",Centro,"-25,429471","-49,277216",Ver foto,ver croqui
790,CEN-777,Centro,Centro,"-25,42945","-49,272619",Ver foto,ver croqui
791,CEN-778,"Alameda Augusto Stellfeld, 295 - Centro",Centro,"-25,429425","-49,277072",Ver foto,ver croqui
792,CEN-779,"Rua Saldanha Marinho, 148 - Centro",Centro,"-25,429424","-49,273603",Ver foto,ver croqui
793,CEN-780,"Rua Comendador Macedo, 610 - Centro",Centro,"-25,429326","-49,258537",Ver foto,ver croqui
794,CEN-781,"Rua XV de Novembro, 770 - Centro",Centro,"-25,429102","-49,266438",Ver foto,ver croqui
795,CEN-782,"Alameda Augusto Stellfeld, 173 - Centro",Centro,"-25,429098","-49,275996",Ver foto,ver croqui
796,CEN-783,"Rua Tibagi, 201 - Centro",Centro,"-25,42909","-49,26415",Ver foto,ver croqui
797,CEN-784,"Travessa Tobias de Macedo, 107 - Centro",Centro,"-25,42898","-49,270082",Ver foto,ver croqui
798,CEN-785,"Rua Marechal Deodoro, 945 - Centro",Centro,"-25,428925","-49,263445",Ver foto,ver croqui
799,CEN-786,"Rua Mariano Torres, 275 - Centro",Centro,"-25,42878","-49,263153",Ver foto,ver croqui
800,CEN-787,"Rua Alfredo Bufren, 9 - Centro",Centro,"-25,42866","-49,269239",Ver foto,ver croqui
801,CEN-788,"Rua Marechal Deodoro, 991 - Centro",Centro,"-25,428494","-49,263327",Ver foto,ver croqui
802,CEN-789,"Rua Tibagi, 171 - Centro",Centro,"-25,428414","-49,264434",Ver foto,ver croqui
803,CEN-790,"Rua São Francisco, 50 - Centro",Centro,"-25,428282","-49,269293",Ver foto,ver croqui
804,CEN-791,"Rua XV de Novembro, 1050 - Centro",Centro,"-25,428262","-49,264059",Ver foto,ver croqui
805,CEN-792,"Travessa Nestor de Castro, 95 - Centro",Centro,"-25,428224","-49,271842",Ver foto,ver croqui
806,CEN-793,"Rua Alfredo Bufren, 337 - Centro",Centro,"-25,428044","-49,265894",Ver foto,ver croqui
807,CEN-794,"Rua Mariano Torres, 125 - Centro",Centro,"-25,427629","-49,263756",Ver foto,ver croqui
808,CEN-795,"Rua Presidente Faria, 334 - Centro",Centro,"-25,42749","-49,268387",Ver foto,ver croqui
809,CEN-796,"Rua 13 de Maio, 154 - Centro",Centro,"-25,42749","-49,267564",Ver foto,ver croqui
810,CEN-797,"Rua Marechal Deodoro, 1375 - Centro",Centro,"-25,427344","-49,259653",Ver foto,ver croqui
811,CEN-798,"Rua XV de Novembro, 1382 - Centro",Centro,"-25,427194","-49,261041",Ver foto,ver croqui
812,CEN-799,"Rua XV de Novembro, 1382 - Centro",Centro,"-25,42716","-49,261057",Ver foto,ver croqui
813,CEN-800,"Rua Riachuelo, 347 - Centro",Centro,"-25,427112","-49,269572",Ver foto,ver croqui
814,CEN-801,Rua Presidente Carlos Cavalcanti - Centro,Centro,"-25,426988","-49,266386",Ver foto,ver croqui
815,CEN-802,"Rua 13 de Maio, 601 - São Francisco",Centro,"-25,42682","-49,271855",Ver foto,ver croqui
816,CEN-803,"Rua 13 de Maio, 512 - Centro",Centro,"-25,426659","-49,271847",Ver foto,ver croqui
817,CEN-804,"Rua Presidente Carlos Cavalcanti, 481 - Centro",Centro,"-25,426296","-49,269655",Ver foto,ver croqui
818,CEN-805,"Rua Amintas de Barros, 473 - Centro",Centro,"-25,426293","-49,261503",Ver foto,ver croqui
819,CEN-806,"Rua General Carneiro, 451 - Centro",Centro,"-25,426283","-49,261406",Ver foto,ver croqui
820,CEN-807,"Rua Paula Gomes, 15 - Centro",Centro,"-25,425579","-49,269773",Ver foto,ver croqui
821,CEN-808,"Rua Amintas de Barros, 637 - Centro",Centro,"-25,425498","-49,259646",Ver foto,ver croqui
822,CEN-809,Rua Riachuelo - Centro,Centro,"-25,425303","-49,269591",Ver foto,ver croqui
823,CEN-810,"Rua Padre Camargo, 565 - Alto da Glória",Centro,"-25,425156","-49,261017",Ver foto,ver croqui
824,CEN-811,"Rua Doutor Faivre, 141 - Centro",Centro,"-25,42506","-49,263349",Ver foto,ver croqui
825,CEN-812,Canaleta Exclusiva BRT - Centro,Centro,"-25,424595","-49,268802",Ver foto,ver croqui
826,CEN-813,"Rua Luiz Leão, 451 - Centro",Centro,"-25,424316","-49,266953",Ver foto,ver croqui
827,CEN-814,Canaleta Exclusiva BRT - Centro,Centro,"-25,423917","-49,268287",Ver foto,ver croqui
828,CRI-015,Avenida Presidente Affonso Camargo - Cristo Rei,Cristo Rei,"-25,435453","-49,253968",Ver foto,ver croqui
829,CRI-016,"Rua Atílio Bório, 30 - Cristo Rei",Cristo Rei,"-25,435421","-49,253477",Ver foto,ver croqui
830,CRI-020,"Rua Teixeira Soares, 50 - Seminário",Cristo Rei,"-25,450216","-49,299662",Ver foto,ver croqui
831,CRI-031,"Rua José de Alencar, 20 - Cristo Rei",Cristo Rei,"-25,435148","-49,254373",Ver foto,ver croqui
832,CRI-032,"Rua José de Alencar, 120 - Cristo Rei",Cristo Rei,"-25,434371","-49,254468",Ver foto,ver croqui
833,JAR-023,"Rua Ubaldino do Amaral, 927 - Alto da Rua XV",Jardim das Américas,"-25,429162","-49,258198",Ver foto,ver croqui
834,JAR-053,"Avenida Presidente Affonso Camargo, 330 - Jardim Botânico",Jardim Botânico,"-25,43587","-49,257108",Ver foto,ver croqui
835,JAR-054,Avenida Presidente Affonso Camargo - Jardim Botânico,Jardim Botânico,"-25,435502","-49,256946",Ver foto,ver croqui
836,JAR-055,"Avenida Presidente Affonso Camargo, 24 - Jardim Botânico",Jardim Botânico,"-25,435957","-49,259906",Ver foto,ver croqui
837,JAR-067,"Avenida Presidente Affonso Camargo, 330 - Jardim Botânico",Jardim Botânico,"-25,435882","-49,258894",Ver foto,ver croqui
838,JAR-068,"Rua da Paz, 696 - Jardim Botânico",Jardim Botânico,"-25,435444","-49,255938",Ver foto,ver croqui
839,JAR-069,Rua Doutor Faivre - Jardim Botânico,Jardim Botânico,"-25,435373","-49,25819",Ver foto,ver croqui
840,JAR-070,"Avenida Presidente Affonso Camargo, 330 - Jardim Botânico",Jardim Botânico,"-25,436482","-49,259034",Ver foto,ver croqui
841,JAR-071,Avenida Doutor Dario Lopes dos Santos - Jardim Botânico,Jardim Botânico,"-25,439434","-49,257716",Ver foto,ver croqui
842,JAR-072,"Avenida Presidente Affonso Camargo, 330 - Jardim Botânico",Jardim Botânico,"-25,437472","-49,259883",Ver foto,ver croqui
843,JAR-073,"Avenida Presidente Affonso Camargo, 330 - Jardim Botânico",Jardim Botânico,"-25,435926","-49,254766",Ver foto,ver croqui
844,JAR-074,"Avenida Presidente Affonso Camargo, 330 - Jardim Botânico",Jardim Botânico,"-25,43583","-49,25543",Ver foto,ver croqui
845,JAR-075,"Avenida Presidente Affonso Camargo, 549 - Jardim Botânico",Jardim Botânico,"-25,435471","-49,254774",Ver foto,ver croqui
846,JAR-076,"Avenida Sete de Setembro, 2115 - Jardim Botânico",Jardim Botânico,"-25,43502","-49,259542",Ver foto,ver croqui
847,JAR-077,"Rua General Carneiro, 1411 - Jardim Botânico",Jardim Botânico,"-25,434337","-49,257719",Ver foto,ver croqui
848,JAR-078,"Avenida Sete de Setembro, 1781 - Jardim Botânico",Jardim Botânico,"-25,433838","-49,256506",Ver foto,ver croqui
849,JOÃ-001,"Rua João Negrão, 384 - Centro",João Negrão,"-25,432642","-49,265398",Ver foto,ver croqui
850,JOÃ-002,"Rua João Negrão, 384 - Centro",João Negrão,"-25,433199","-49,265156",Ver foto,ver croqui
851,JOÃ-003,Rua João Negrão - Centro,João Negrão,"-25,434873","-49,264197",Ver foto,ver croqui
852,JUV-001,"Rua Euzébio da Motta, 450 - Juvevê",Juvevê,"-25,4147186","-49,2626428",Ver foto,ver croqui
853,JUV-002,"Rua Manoel Eufrásio, 395 - Juvevê",Juvevê,"-25,412419","-49,256943",Ver foto,ver croqui
854,JUV-003,"Rua Manoel Eufrásio, 212 - Juvevê",Juvevê,"-25,413311","-49,255468",Ver foto,ver croqui
855,JUV-004,"Avenida João Gualberto, 1573 - Juvevê",Juvevê,"-25,4144064","-49,2600906",Ver foto,ver croqui
856,JUV-005,"Avenida João Gualberto, 1605 - Juvevê",Juvevê,"-25,4139483","-49,2592386",Ver foto,ver croqui
857,JUV-007,"Rua Moysés Marcondes, 282 - Juvevê",Juvevê,"-25,413778","-49,257158",Ver foto,ver croqui
858,JUV-008,"Rua Moysés Marcondes, 420 - Juvevê",Juvevê,"-25,413235","-49,257712",Ver foto,ver croqui
859,JUV-009,"Rua Moysés Marcondes, 440 - Juvevê",Juvevê,"-25,412919","-49,258188",Ver foto,ver croqui
860,JUV-012,"Rua Francisco Alves Guimarães, 100 - Cristo Rei",Juvevê,"-25,433574","-49,254525",Ver foto,ver croqui
861,JUV-024,"Rua Barão de Guaraúna, 565 - Juvevê",Juvevê,"-25,415019","-49,257773",Ver foto,ver croqui
862,JUV-030,"Rua Machado de Assis, 50 - Juvevê",Juvevê,"-25,416465","-49,260052",Ver foto,ver croqui
863,JUV-036,"Rua Barão de Guaraúna, 455 - Juvevê",Juvevê,"-25,416081","-49,258211",Ver foto,ver croqui
864,JUV-038,"Rua Rocha Pombo, 508 - Juvevê",Juvevê,"-25,413859","-49,259076",Ver foto,ver croqui
865,JUV-042,"Rua Alberto Bolliger, 680 - Juvevê",Juvevê,"-25,416795","-49,258651",Ver foto,ver croqui
866,JUV-043,"Rua Nicolau Maeder, 501 - Juvevê",Juvevê,"-25,415601","-49,25971",Ver foto,ver croqui
867,JUV-044,"Rua Alberto Bolliger, 899 - Juvevê",Juvevê,"-25,41491","-49,260148",Ver foto,ver croqui
868,JUV-048,"Avenida João Gualberto, 253 - Centro Cívico",Juvevê,"-25,423374","-49,267923",Ver foto,ver croqui
869,JUV-049,"Avenida João Gualberto, 1971 - Juvevê",Juvevê,"-25,411581","-49,257512",Ver foto,ver croqui
870,JUV-050,Avenida Anita Garibaldi - Juvevê,Juvevê,"-25,409958","-49,25684",Ver foto,ver croqui
871,JUV-051,"Avenida João Gualberto, 1467 - Juvevê",Juvevê,"-25,414847","-49,260499",Ver foto,ver croqui
872,JUV-052,"Avenida João Gualberto, 1573 - Juvevê",Juvevê,"-25,414031","-49,259735",Ver foto,ver croqui
873,JUV-053,"Avenida João Gualberto, 1605 - Juvevê",Juvevê,"-25,413782","-49,259495",Ver foto,ver croqui
874,JUV-054,"Avenida João Gualberto, 1661 - Juvevê",Juvevê,"-25,413522","-49,259245",Ver foto,ver croqui
875,JUV-055,"Avenida João Gualberto, 1731 - Juvevê",Juvevê,"-25,412995","-49,25879",Ver foto,ver croqui
876,JUV-056,Avenida João Gualberto - Juvevê,Juvevê,"-25,41256","-49,258375",Ver foto,ver croqui
877,JUV-057,"Avenida João Gualberto, 2000 - Juvevê",Juvevê,"-25,410913","-49,256484",Ver foto,ver croqui
878,JUV-058,Canaleta Exclusiva BRT - Juvevê,Juvevê,"-25,412224","-49,257905",Ver foto,ver croqui
879,JUV-059,"Rua Campos Sales, 1085 - Ahú",Juvevê,"-25,410466","-49,257185",Ver foto,ver croqui
880,JUV-060,"Rua Campos Sales, 767 - Juvevê",Juvevê,"-25,412725","-49,259603",Ver foto,ver croqui
881,JUV-061,"Rua Campos Sales, 960 - Juvevê",Juvevê,"-25,411492","-49,25843",Ver foto,ver croqui
882,JUV-062,Rua Deputado Mário de Barros - Juvevê,Juvevê,"-25,414135","-49,260627",Ver foto,ver croqui
883,JUV-063,"Rua Euzébio da Motta, 625 - Juvevê",Juvevê,"-25,413322","-49,261475",Ver foto,ver croqui
884,JUV-064,"Rua Deputado Mário de Barros, 876 - Juvevê",Juvevê,"-25,413105","-49,262237",Ver foto,ver croqui
885,JUV-065,"Rua Deputado Mário de Barros, 900 - Juvevê",Juvevê,"-25,413047","-49,262645",Ver foto,ver croqui
886,JUV-066,"Rua Euzébio da Motta, 515 - Juvevê",Juvevê,"-25,413918","-49,261914",Ver foto,ver croqui
887,JUV-067,"Rua Euzébio da Motta, 571 - Juvevê",Juvevê,"-25,413617","-49,261674",Ver foto,ver croqui
888,JUV-068,"Rua Euzébio da Motta, 922 - Juvevê",Juvevê,"-25,410904","-49,259086",Ver foto,ver croqui
889,JUV-069,"Rua Manoel Eufrásio, 403 - Juvevê",Juvevê,"-25,412102","-49,257278",Ver foto,ver croqui
890,JUV-070,"Rua Manoel Eufrásio, 634 - Ahú",Juvevê,"-25,410738","-49,258991",Ver foto,ver croqui
891,JUV-071,"Rua Moysés Marcondes, 592 - Juvevê",Juvevê,"-25,412162","-49,259204",Ver foto,ver croqui
892,JUV-072,"Rua Moysés Marcondes, 620 - Juvevê",Juvevê,"-25,41179","-49,259685",Ver foto,ver croqui
893,JUV-073,"Rua Campos Sales, 749 - Juvevê",Juvevê,"-25,413103","-49,259706",Ver foto,ver croqui
894,JUV-074,"Rua Campos Sales, 494 - Juvevê",Juvevê,"-25,414726","-49,261282",Ver foto,ver croqui
895,JUV-075,Rua Deputado Mário de Barros - Juvevê,Juvevê,"-25,412747","-49,265306",Ver foto,ver croqui
896,JUV-076,Rua Bom Jesus - Juvevê,Juvevê,"-25,412732","-49,254904",Ver foto,ver croqui
897,JUV-077,"Rua Deputado Mário de Barros, 1130 - Juvevê",Juvevê,"-25,412659","-49,264406",Ver foto,ver croqui
898,JUV-078,"Rua Rocha Pombo, 730 - Juvevê",Juvevê,"-25,412658","-49,260742",Ver foto,ver croqui
899,JUV-079,"Rua Rocha Pombo, 792 - Juvevê",Juvevê,"-25,412537","-49,26138",Ver foto,ver croqui
900,JUV-080,Rua Bom Jesus - Juvevê,Juvevê,"-25,412378","-49,254781",Ver foto,ver croqui
901,JUV-081,"Avenida Munhoz da Rocha, 293 - Juvevê",Juvevê,"-25,41218","-49,254877",Ver foto,ver croqui
902,JUV-082,"Rua Moysés Marcondes, 620 - Juvevê",Juvevê,"-25,411946","-49,259626",Ver foto,ver croqui
903,JUV-083,"Rua Moysés Marcondes, 659 - Juvevê",Juvevê,"-25,411776","-49,259899",Ver foto,ver croqui
904,JUV-084,"Rua Moysés Marcondes, 744 - Juvevê",Juvevê,"-25,411534","-49,260564",Ver foto,ver croqui
905,JUV-085,"Avenida Munhoz da Rocha, 303 - Juvevê",Juvevê,"-25,411511","-49,254566",Ver foto,ver croqui
906,JUV-086,"Rua Manoel Eufrásio, 725 - Juvevê",Juvevê,"-25,410458","-49,25962",Ver foto,ver croqui
907,MAT-001,"Rua Constantino Marochi, 591 - Alto da Glória",Matriz,"-25,4159","-49,261058",Ver foto,ver croqui
908,MAT-004,"Rua XV de Novembro, 770 - Centro",Matriz,"-25,42935","-49,267115",Ver foto,ver croqui
909,MAT-007,"Rua Mauá, 657 - Alto da Glória",Matriz,"-25,419012","-49,261226",Ver foto,ver croqui
910,MAT-008,"Rua XV de Novembro, 621 - Centro",Matriz,"-25,429635","-49,267856",Ver foto,ver croqui
911,MAT-009,"Rua Marechal Deodoro, 532 - Centro",Matriz,"-25,430542","-49,267375",Ver foto,ver croqui
912,MAT-010,"Avenida João Gualberto, 1313 - Alto da Glória",Matriz,"-25,415834","-49,26143",Ver foto,ver croqui
913,MAT-011,"Rua Constantino Marochi, 591 - Alto da Glória",Matriz,"-25,416008","-49,261192",Ver foto,ver croqui
914,MAT-012,"Avenida João Gualberto, 1345 - Juvevê",Matriz,"-25,415546","-49,26117",Ver foto,ver croqui
915,MAT-013,"Rua Marechal Deodoro, 532 - Centro",Matriz,"-25,430534","-49,267369",Ver foto,ver croqui
916,MAT-014,"Rua João Negrão, 45 - Centro",Matriz,"-25,42986","-49,266931",Ver foto,ver croqui
917,MAT-015,"Rua Marechal Deodoro, 555 - Centro",Matriz,"-25,430266","-49,266924",Ver foto,ver croqui
918,MAT-016,"Rua Alberto Folloni, 250 - Juvevê",Matriz,"-25,413041","-49,263579",Ver foto,ver croqui
919,MAT-017,"Rua Campos Sales, 381 - Alto da Glória",Matriz,"-25,415242","-49,261972",Ver foto,ver croqui
920,MAT-018,"Rua Euzébio da Motta, 450 - Juvevê",Matriz,"-25,414658","-49,262278",Ver foto,ver croqui
921,MAT-019,"Rua Marechal Deodoro, 630 - Centro",Matriz,"-25,430074","-49,266301",Ver foto,ver croqui
922,MER-005,Rua Coronel João Guilherme Guimarães - Mercês,Mercês,"-25,422185","-49,284876",Ver foto,ver croqui
923,MER-007,"Rua Alcides Munhoz, 520 - Mercês",Mercês,"-25,420554","-49,291426",Ver foto,ver croqui
924,MER-008,"Rua Desembargador Vieira Cavalcanti, 680 - Mercês",Mercês,"-25,421129","-49,284687",Ver foto,ver croqui
925,MER-009,"Rua Doutor Carlos de Paula Soares, 152 - Mercês",Mercês,"-25,420704","-49,294579",Ver foto,ver croqui
926,MER-010,Avenida Cândido Hartmann - Bigorrilho,Mercês,"-25,423304","-49,306169",Ver foto,ver croqui
927,MER-011,"Rua Desembargador Isaías Beviláqua, 17 - Mercês",Mercês,"-25,42309","-49,282569",Ver foto,ver croqui
928,MER-012,Alameda Professor Rubens Requião - Mercês,Mercês,"-25,4201","-49,307208",Ver foto,ver croqui
929,MER-013,"Rua Padre Anchieta, 550 - Mercês",Mercês,"-25,427465","-49,285294",Ver foto,ver croqui
930,MER-014,"Rua Dom Alberto Gonçalves, 143 - Mercês",Mercês,"-25,421332","-49,283224",Ver foto,ver croqui
931,MER-015,"Canaleta Exclusiva BRT, 676 - Mercês",Mercês,"-25,42941","-49,284302",Ver foto,ver croqui
932,MER-016,"Rua Brigadeiro Franco, 927 - Centro",Mercês,"-25,43027","-49,283774",Ver foto,ver croqui
933,MER-019,"Rua Desembargador Vieira Cavalcanti, 1300 - Mercês",Mercês,"-25,419761","-49,29107",Ver foto,ver croqui
934,MER-020,"Rua Jacarezinho, 441 - Mercês",Mercês,"-25,42448","-49,295692",Ver foto,ver croqui
935,MER-021,"Rua Jacarezinho, 681 - Mercês",Mercês,"-25,423077","-49,293699",Ver foto,ver croqui
936,MER-023,"Rua Júlia Wanderley, 238 - Mercês",Mercês,"-25,423135","-49,287109",Ver foto,ver croqui
937,MER-024,"Rua Júlio Perneta, 151 - Mercês",Mercês,"-25,421151","-49,288771",Ver foto,ver croqui
938,MER-025,"Rua Júlio Perneta, 240 - Mercês",Mercês,"-25,420195","-49,288374",Ver foto,ver croqui
939,MER-026,Rua Marcelino Champagnat - Mercês,Mercês,"-25,422604","-49,291341",Ver foto,ver croqui
940,MER-027,"Rua Marcelino Champagnat, 490 - Mercês",Mercês,"-25,426368","-49,29383",Ver foto,ver croqui
